Datetime,Datetime2,Intensity,UV Index,Voltage
22:05:19.19,25/7/22 22:9:40,0.02,0,0.01
22:05:18.14,25/7/22 22:9:39,0.03,0,0.02
22:05:17.10,25/7/22 22:9:37,0.03,0,0.02
22:05:16.03,25/7/22 22:9:36,0.03,0,0.02
22:05:14.98,25/7/22 22:9:35,0.02,0,0.01
22:05:13.90,25/7/22 22:9:34,0.02,0,0.01
22:05:12.82,25/7/22 22:9:33,0.03,0,0.02
22:05:11.76,25/7/22 22:9:32,0.01,0,0.01
22:05:10.68,25/7/22 22:9:31,0.02,0,0.01
22:05:09.60,25/7/22 22:9:30,0.03,0,0.02
22:05:08.53,25/7/22 22:9:29,0.02,0,0.01
22:05:07.45,25/7/22 22:9:28,0.03,0,0.02
22:05:06.38,25/7/22 22:9:27,0.02,0,0.01
22:05:05.34,25/7/22 22:9:26,0.03,0,0.02
22:05:04.26,25/7/22 22:9:25,0.03,0,0.02
22:05:03.22,25/7/22 22:9:24,0.02,0,0.01
22:05:02.18,25/7/22 22:9:23,0.02,0,0.01
22:05:01.13,25/7/22 22:9:22,0.02,0,0.01
22:05:00.08,25/7/22 22:9:20,0.02,0,0.01
22:04:59.01,25/7/22 22:9:19,0.02,0,0.01
22:04:57.93,25/7/22 22:9:18,0.01,0,0.01
22:04:56.86,25/7/22 22:9:17,0.02,0,0.01
22:04:55.82,25/7/22 22:9:16,0.03,0,0.02
22:04:54.77,25/7/22 22:9:15,0.03,0,0.02
22:04:53.70,25/7/22 22:9:14,0.03,0,0.02
22:04:52.62,25/7/22 22:9:13,0.02,0,0.01
22:04:51.55,25/7/22 22:9:12,0.03,0,0.02
22:04:50.47,25/7/22 22:9:11,0.04,0,0.02
22:04:49.40,25/7/22 22:9:10,0.03,0,0.02
22:04:48.35,25/7/22 22:9:9,0.02,0,0.01
22:04:47.28,25/7/22 22:9:8,0.02,0,0.01
