Datetime,Datetime2,Intensity,UV Index,Voltage
18:56:37.73,25/7/22 19:0:58,0.04,0,0.03
18:56:36.66,25/7/22 19:0:57,0.05,0,0.03
18:56:35.60,25/7/22 19:0:56,0.04,0,0.02
18:56:34.54,25/7/22 19:0:55,0.04,0,0.02
18:56:33.46,25/7/22 19:0:54,0.04,0,0.03
18:56:32.38,25/7/22 19:0:53,0.04,0,0.02
18:56:31.32,25/7/22 19:0:52,0.05,0,0.03
18:56:30.27,25/7/22 19:0:51,0.04,0,0.03
18:56:29.20,25/7/22 19:0:50,0.04,0,0.03
18:56:28.11,25/7/22 19:0:48,0.04,0,0.02
18:56:27.07,25/7/22 19:0:47,0.04,0,0.03
18:56:25.99,25/7/22 19:0:46,0.04,0,0.03
18:56:24.95,25/7/22 19:0:45,0.04,0,0.02
18:56:23.88,25/7/22 19:0:44,0.04,0,0.02
18:56:22.83,25/7/22 19:0:43,0.04,0,0.03
18:56:21.76,25/7/22 19:0:42,0.04,0,0.03
18:56:20.69,25/7/22 19:0:41,0.04,0,0.02
18:56:19.62,25/7/22 19:0:40,0.04,0,0.03
18:56:18.53,25/7/22 19:0:39,0.05,0,0.03
18:56:17.50,25/7/22 19:0:38,0.04,0,0.02
18:56:16.44,25/7/22 19:0:37,0.04,0,0.02
18:56:15.40,25/7/22 19:0:36,0.04,0,0.02
18:56:14.36,25/7/22 19:0:35,0.04,0,0.02
18:56:13.31,25/7/22 19:0:34,0.04,0,0.02
18:56:12.27,25/7/22 19:0:33,0.04,0,0.02
18:56:11.19,25/7/22 19:0:32,0.04,0,0.02
18:56:10.15,25/7/22 19:0:30,0.04,0,0.03
18:56:09.07,25/7/22 19:0:29,0.04,0,0.03
18:56:08.04,25/7/22 19:0:28,0.04,0,0.02
18:56:06.99,25/7/22 19:0:27,0.04,0,0.02
18:56:05.92,25/7/22 19:0:26,0.04,0,0.02
18:56:04.83,25/7/22 19:0:25,0.04,0,0.03
18:56:03.76,25/7/22 19:0:24,0.04,0,0.02
18:56:02.71,25/7/22 19:0:23,0.04,0,0.03
18:56:01.68,25/7/22 19:0:22,0.04,0,0.03
18:56:00.60,25/7/22 19:0:21,0.04,0,0.03
18:55:59.52,25/7/22 19:0:20,0.04,0,0.02
18:55:58.49,25/7/22 19:0:19,0.04,0,0.03
18:55:57.40,25/7/22 19:0:18,0.04,0,0.03
18:55:56.34,25/7/22 19:0:17,0.04,0,0.02
18:55:55.26,25/7/22 19:0:16,0.04,0,0.03
18:55:54.21,25/7/22 19:0:15,0.04,0,0.02
18:55:53.18,25/7/22 19:0:14,0.04,0,0.02
18:55:52.09,25/7/22 19:0:12,0.04,0,0.02
18:55:51.06,25/7/22 19:0:11,0.04,0,0.03
18:55:49.98,25/7/22 19:0:10,0.04,0,0.03
18:55:48.91,25/7/22 19:0:9,0.04,0,0.02
18:55:47.83,25/7/22 19:0:8,0.04,0,0.03
18:55:46.75,25/7/22 19:0:7,0.04,0,0.02
18:55:45.67,25/7/22 19:0:6,0.04,0,0.03
18:55:44.61,25/7/22 19:0:5,0.04,0,0.02
18:55:43.53,25/7/22 19:0:4,0.05,0,0.03
18:55:42.48,25/7/22 19:0:3,0.04,0,0.02
18:55:41.41,25/7/22 19:0:2,0.04,0,0.02
18:55:40.33,25/7/22 19:0:1,0.05,0,0.03
18:55:39.26,25/7/22 19:0:0,0.04,0,0.02
18:55:38.18,25/7/22 18:59:59,0.04,0,0.03
18:55:37.14,25/7/22 18:59:57,0.04,0,0.02
18:55:36.09,25/7/22 18:59:56,0.04,0,0.02
18:55:35.02,25/7/22 18:59:55,0.04,0,0.02
18:55:33.95,25/7/22 18:59:54,0.03,0,0.02
18:55:32.87,25/7/22 18:59:53,0.05,0,0.03
18:55:31.83,25/7/22 18:59:52,0.04,0,0.02
18:55:30.78,25/7/22 18:59:51,0.04,0,0.02
18:55:29.71,25/7/22 18:59:50,0.04,0,0.02
18:55:28.63,25/7/22 18:59:49,0.04,0,0.03
18:55:27.58,25/7/22 18:59:48,0.04,0,0.02
18:55:26.54,25/7/22 18:59:47,0.04,0,0.02
18:55:25.50,25/7/22 18:59:46,0.04,0,0.02
18:55:24.43,25/7/22 18:59:45,0.04,0,0.02
18:55:23.36,25/7/22 18:59:44,0.03,0,0.02
18:55:22.27,25/7/22 18:59:43,0.04,0,0.02
18:55:21.20,25/7/22 18:59:42,0.04,0,0.03
18:55:20.13,25/7/22 18:59:40,0.04,0,0.02
18:55:19.06,25/7/22 18:59:39,0.04,0,0.03
18:55:17.98,25/7/22 18:59:38,0.04,0,0.02
18:55:16.94,25/7/22 18:59:37,0.04,0,0.03
18:55:15.86,25/7/22 18:59:36,0.04,0,0.03
18:55:14.79,25/7/22 18:59:35,0.04,0,0.02
18:55:13.71,25/7/22 18:59:34,0.04,0,0.03
18:55:12.67,25/7/22 18:59:33,0.04,0,0.02
18:55:11.58,25/7/22 18:59:32,0.04,0,0.02
18:55:10.52,25/7/22 18:59:31,0.05,0,0.03
18:55:09.45,25/7/22 18:59:30,0.04,0,0.03
18:55:08.39,25/7/22 18:59:29,0.04,0,0.02
18:55:07.35,25/7/22 18:59:28,0.04,0,0.02
18:55:06.31,25/7/22 18:59:27,0.04,0,0.02
18:55:05.23,25/7/22 18:59:26,0.04,0,0.02
18:55:04.15,25/7/22 18:59:24,0.04,0,0.03
18:55:03.11,25/7/22 18:59:23,0.04,0,0.02
18:55:02.03,25/7/22 18:59:22,0.04,0,0.02
18:55:00.96,25/7/22 18:59:21,0.04,0,0.03
18:54:59.90,25/7/22 18:59:20,0.04,0,0.02
18:54:58.84,25/7/22 18:59:19,0.04,0,0.03
18:54:57.77,25/7/22 18:59:18,0.04,0,0.03
18:54:56.72,25/7/22 18:59:17,0.04,0,0.02
18:54:55.68,25/7/22 18:59:16,0.04,0,0.02
18:54:54.64,25/7/22 18:59:15,0.04,0,0.02
18:54:53.59,25/7/22 18:59:14,0.04,0,0.02
18:54:52.52,25/7/22 18:59:13,0.04,0,0.02
18:54:51.45,25/7/22 18:59:12,0.05,0,0.03
18:54:50.36,25/7/22 18:59:11,0.05,0,0.03
18:54:49.32,25/7/22 18:59:10,0.04,0,0.02
